index,family_1,trohpic level in our work,,,kingdom,phylum,order,family,genus,species,name,,level,diet,diet1,sealifebase_level,Paraphyletic group 0,Paraphyletic group 1,Functional group 0,Functional group 1,Functional group 2,Functional group 3,size 0,size 1,feedingtype 0,feedingtype 1,feedingtype 2,feedingtype 3,feedingtype 4,feedingtype 5,feedingtype 6,feedingtype 7,feedingtype 8,size 2,size 3,size 4,size 5,size 6,size 7,size 8,size 9,size 10,size 11,size 12,size 13,size 14,size 15,size 16,size 17,size 18,size 19,size 20
2217,,,2,0,Animalia,Arthropoda,Amphipoda,Caprellidae,Caprella,Caprella acanthifera,Caprella acanthifera,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2218,,,2,0,Animalia,Porifera,Tetractinellida,Geodiidae,Pachymatisma,Pachymatisma johnstonia,Pachymatisma johnstonia,,2,suspension feeder (based on Demospongea),,,,,benthos > macrobenthos,benthos > megabenthos,,,>200 mm,2.0 - 200 mm,filter feeder,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,
2219,,,2,0,Animalia,Cnidaria,Actiniaria,Hormathiidae,Adamsia,Adamsia palliata,Adamsia palliata,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2220,,,#N/A,#N/A,Animalia,Chordata,Anseriformes,Anatidae,Somateria,Somateria mollissima,Somateria mollissima,,4,herbivore (based on Anatinae),,3.3,,,nekton,,,,80,108,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",>200 mm,,,,,,,,,,,,,,,,,,
2221,,,2,0,Animalia,Nematoda,Monhysterida,Linhomoeidae,Terschellingia,Terschellingia longicaudata,Terschellingia longicaudata,线虫科,2,,,3.3,,,benthos > macrobenthos,benthos > meiobenthos,,,31,1429,,,,,,,,,,29,1197,1112,25,24,1319,1224,43,1296,1255,45,38,2000,44,40,1070,37,1548,1422
2222,,,#N/A,#N/A,Animalia,Annelida,Terebellida,,,,Terebellida,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2223,,,2,0,Animalia,Annelida,,Maldanidae,Microclymene,Microclymene tricirrata,Microclymene tricirrata,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,100,,": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",,,,,,,,,,,,,,,,,,,,,,,,,
2224,,,2,0,Animalia,Arthropoda,Amphipoda,Phoxocephalidae,Metaphoxus,Metaphoxus simplex,Metaphoxus simplex,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,3,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,,,2,0,Animalia,Chordata,Copelata,Fritillariidae,Appendicularia,,Appendicularia,尾海鞘纲,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,,,2,0,Animalia,Arthropoda,Anomopoda,Bosminidae,Bosmina,,Bosmina,异足目,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,,,1,0,Chromista,Myzozoa,Gymnodiniales,Gymnodiniaceae,Torodinium,Torodinium teredo,Torodinium teredo,,1,,,,Algae,,plankton > microplankton,plankton > phytoplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,,,2,0,Chromista,Foraminifera,Rotaliida,Globorotaliidae,Globorotalia,Globorotalia (Globorotalia) merotumida,Globorotalia (Globorotalia) merotumida,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,,,2,0,Animalia,Annelida,Eunicida,Lumbrineridae,Lumbrineris,Lumbrineris futilis,Lumbrineris futilis,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,30,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,,,2,0,Animalia,Annelida,,Arenicolidae,Arenicola,,Arenicola,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,,,#N/A,#N/A,Animalia,Arthropoda,Isopoda,Ionidae,Ione,Ione thoracica,Ione thoracica,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,6,7,parasitic,,,,,,,,,1,2.0 - 200 mm,,,,,,,,,,,,,,,,,
2232,,,2,0,Animalia,Arthropoda,Isopoda,Gnathiidae,Gnathia,Gnathia vorax,Gnathia vorax,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,5,7,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2233,,,2,0,Chromista,Foraminifera,Rotaliida,Globorotaliidae,Fohsella,Fohsella peripheroronda,Fohsella peripheroronda,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,,,2,0,Chromista,Foraminifera,Rotaliida,Globorotaliidae,Globorotalia,Globorotalia ungulata,Globorotalia ungulata,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,,,2,0,Animalia,Mollusca,Venerida,Veneridae,Tapes,,Tapes,,2,suspension feeder (based on Veneridae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,,,2,0,Animalia,Annelida,Spionida,Spionidae,Malacoceros,,Malacoceros,,2,detritivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,,,2,0,Animalia,Annelida,Phyllodocida,Syllidae,Myrianida,Myrianida prolifera,Myrianida prolifera,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,5,15,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2238,,,2,-1,Animalia,Mollusca,Trochida,Calliostomatidae,Calliostoma,Calliostoma granulatum,Calliostoma granulatum,螺,3,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,,,2,0,Animalia,Annelida,Terebellida,Terebellidae,Lanassa,Lanassa venusta,Lanassa venusta,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,,,2,0,Animalia,Bryozoa,Ctenostomatida,Vesiculariidae,Amathia,,Amathia,,2,suspension feeder (based on Bryozoa),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,,,3,0,Animalia,Arthropoda,Decapoda,Pandalidae,Plesionika,Plesionika acanthonotus,Plesionika acanthonotus,十足目,3,carnivore (based on Decapoda),,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,": parasitic,",": parasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,
2242,,,#N/A,#N/A,Animalia,Arthropoda,Coleoptera,,,,Coleoptera,鞘翅目,3,,,,,,not applicable,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,,,2,0,Chromista,Foraminifera,Rotaliida,Globorotaliidae,Globorotalia,Globorotalia ronda,Globorotalia ronda,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,,,2,0,Chromista,Foraminifera,Rotaliida,Globigerinidae,Beella,Beella praedigitata,Beella praedigitata,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,,,2,0,Animalia,Arthropoda,Sessilia,Balanidae,Perforatus,Perforatus perforatus,Perforatus perforatus,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,,,5,0,Animalia,Chordata,Carnivora,Phocidae,Halichoerus,Halichoerus grypus,Halichoerus grypus,,5,piscivore, carnivore (based on Phocidae),4.48,,,nekton,,,,170,310,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",100,190,400,250,11,20,>200 mm,,,,,,,,,,,,
2247,,,4,0,Animalia,Chordata,Eupercaria incertae sedis,Sparidae,Diplodus,Diplodus sargus,Diplodus sargus,主要以底栖甲壳动物、软体动物、棘皮动物或海藻为食，偶尔捕食小鱼。,4,carnivore (based on Perciformes),,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,,,1,0,Chromista,Ochrophyta,Naviculales,Naviculaceae,Navicula,Navicula wawrikae,Navicula wawrikae,,1,photoautotroph (based on Pennales),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,,,#N/A,#N/A,Animalia,Chordata,Beryciformes,Berycidae,Beryx,Beryx splendens,Beryx splendens,金眼鲷目,4,carnivore (based on Beryciformes),,,Pisces,,,,,,70,40,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: endoparasitic<\/small>,": endoparasitic,",: endoparasitic<\/small>,": endoparasitic,",,,,,,,,,,,,,,,,,,,,
2250,,,#N/A,#N/A,Animalia,Chordata,Beryciformes,Berycidae,Beryx,Beryx decadactylus,Beryx decadactylus,金眼鲷目,4,carnivore (based on Beryciformes),,,Pisces,,,,,,100,35,: parasitic<\/small>,": endoparasitic,",": endoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: endoparasitic<\/small>,,,,,,,,,,,,,,,,,,,,
2251,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium conicoides,Protoperidinium conicoides,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2252,,,#N/A,#N/A,Animalia,Arthropoda,Scalpelliformes,Scalpellidae,Scalpellum,Scalpellum scalpellum,Scalpellum scalpellum,,2,suspension feeder (based on Cirripedia),,,,,benthos,plankton > zooplankton,,,30,12,filter feeder,,,,,,,,,24,25,16,,,,,,,,,,,,,,,,
2253,,,2,0,Animalia,Annelida,Phyllodocida,Syllidae,Streptodonta,Streptodonta pterochaeta,Streptodonta pterochaeta,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,21,50,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2254,,,2,0,Chromista,Foraminifera,Rotaliida,Nonionidae,Nonionella,,Nonionella,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2255,,,2,0,Chromista,Foraminifera,Astrorhizida,Rhabdamminidae,Rhabdammina,,Rhabdammina,,2,detritivore (based on Textulariina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,,,2,0,Animalia,Bryozoa,Cheilostomatida,Cellariidae,Cellaria,Cellaria fistulosa,Cellaria fistulosa,,2,suspension feeder (based on Cheilostomata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2257,,,3,0,Animalia,Arthropoda,Decapoda,Paguridae,Pagurus,Pagurus excavatus,Pagurus excavatus,十足目,3,carnivore (based on Decapoda),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,2.0 - 200 mm,,": parasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,,
2258,,,3,0,Animalia,Arthropoda,Decapoda,Galatheidae,Galathea,,Galathea,十足目,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2259,,,1,0,Plantae,,Bangiales,Bangiaceae,Porphyra,Porphyra umbilicalis,Porphyra umbilicalis,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,,,2,0,Animalia,Arthropoda,Cumacea,Bodotriidae,Iphinoe,Iphinoe serrata,Iphinoe serrata,,2,omnivore (based on Malacostraca),,,,,benthos,benthos > macrobenthos,,,12,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2261,,,2,0,Animalia,Arthropoda,Harpacticoida,Leptastacidae,Paraleptastacus,Paraleptastacus espinulatus,Paraleptastacus espinulatus,水蚤,2,,,,,,benthos,benthos > meiobenthos,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,,,1,0,Chromista,Haptophyta,Syracosphaerales,Syracosphaeraceae,Syracosphaera,,Syracosphaera,,1,photoautotroph (based on Haptophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,,,1,0,Chromista,Ochrophyta,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia frigida,Nitzschia frigida,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2264,,,2,0,Animalia,Annelida,Spionida,Spionidae,Atherospio,Atherospio guillei,Atherospio guillei,,2,detritivore,,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2265,,,2,0,Animalia,Arthropoda,Balanomorpha,Balanidae,,,Balanidae,,2,suspension feeder,,,,,benthos,plankton > zooplankton,,,,,filter feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,,,1,0,Chromista,Myzozoa,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax minima,Gonyaulax minima,,1,,,,Algae,,plankton > phytoplankton,,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,,,1,0,Plantae,,Ulvales,Ulvaceae,Ulva,Ulva rigida,Ulva rigida,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,,,2,0,Animalia,Annelida,,Orbiniidae,Leitoscoloplos,Leitoscoloplos mammosus,Leitoscoloplos mammosus,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,,,1,0,Chromista,Ochrophyta,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia directa,Pinnularia directa,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium thorianum,Protoperidinium thorianum,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,,,#N/A,#N/A,Animalia,Brachiopoda,Terebratulida,Terebratulidae,Gryphus,Gryphus vitreus,Gryphus vitreus,,2,suspension feeder (based on Terebratulidae),,,,,benthos > epibenthos,benthos > macrobenthos,,,40,35,filter feeder,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2272,,,2,0,Animalia,Annelida,Spionida,Spionidae,Pseudopolydora,Pseudopolydora antennata,Pseudopolydora antennata,,2,detritivore,,,,,benthos > macrobenthos,,,,11,20,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
2273,,,1,0,Plantae,,Gigartinales,Cystocloniaceae,Rhodophyllis,Rhodophyllis divaricata,Rhodophyllis divaricata,,1,photoautotroph (based on Rhodophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,,,2,0,Chromista,Foraminifera,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides pseudoungeriana,Cibicidoides pseudoungeriana,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275,,,2,0,Animalia,Annelida,,Opheliidae,Ophelina,Ophelina cylindricaudata,Ophelina cylindricaudata,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2276,,,2,0,Animalia,Arthropoda,Amphipoda,Tryphosidae,Orchomene,Orchomene humilis,Orchomene humilis,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,8,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,,,2,0,Animalia,Bryozoa,Cheilostomatida,Bugulidae,Bugula,,Bugula,唇口目,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,,,1,0,Plantae,,Corallinales,Lithothamniaceae,Lithothamnion,,Lithothamnion,,1,photoautotroph (based on Rhodophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,,,2,0,Animalia,Mollusca,Pectinida,Pectinidae,Palliolum,Palliolum tigerinum,Palliolum tigerinum,,2,suspension feeder,,,,,benthos,,,,25,2.0 - 200 mm,": ectoparasitic,",: ectoparasitic<\/small>,,,,,,,,,,,,,,,,,,,,,,,,,,
2280,,,4,0,Animalia,Chordata,Eupercaria incertae sedis,Sparidae,Diplodus,Diplodus annularis,Diplodus annularis,主要以底栖甲壳动物、软体动物、棘皮动物或海藻为食，偶尔捕食小鱼。,4,carnivore (based on Perciformes),,,Pisces,,,,,,24,13,": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,,,,,,,,,,,,,,
2281,,,1,0,Plantae,,Sphaeropleales,Scenedesmaceae,Tetrastrum,,Tetrastrum,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,,,1,0,Chromista,Ochrophyta,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira parva,Thalassiosira parva,,1,,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,,,2,0,Animalia,Annelida,,Paraonidae,,,Paraonidae,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,21,50,deposit feeder > subsurface,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,,,#N/A,#N/A,Chromista,Ciliophora,Choreotrichida,Strobilidiidae,Strobilidium,,Strobilidium,色藻界,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,,,5,1,Animalia,Arthropoda,Decapoda,Geryonidae,Geryon,Geryon longipes,Geryon longipes,十足目,4,carnivore (based on Decapoda),,4.3,,,benthos,plankton > zooplankton,benthos > macrobenthos,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2286,,,1,0,Chromista,Myzozoa,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium variabile,Gymnodinium variabile,,1,,,4.3,Algae,,plankton > microplankton,plankton > nanoplankton,benthos > microbenthos,,40,<0.2 mm,,,,,,,,,,8,<0.2 mm,,,,,,,,,,,,,,,,,
2287,,,2,0,Animalia,Annelida,Terebellida,Cirratulidae,Cirriformia,,Cirriformia,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,,,3,0,Animalia,Cnidaria,Anthoathecata,Cordylophoridae,Cordylophora,Cordylophora caspia,Cordylophora caspia,花水母目,3,carnivore, suspension feeder,,,,benthos,plankton > zooplankton,,,100,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,,,2,0,Animalia,Nematoda,Chromadorida,Cyatholaimidae,Paracanthonchus,,Paracanthonchus,线虫科,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2290,,,2,0,Animalia,Annelida,Phyllodocida,Syllidae,Proceraea,,Proceraea,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,,,2,0,Animalia,Arthropoda,Mysida,Mysidae,Haplostylus,Haplostylus normani,Haplostylus normani,,2,omnivore (based on Malacostraca),,2.1,,,benthos > macrobenthos,,,,8,9,": ectoparasitic,",,,,,,,,,11,2.0 - 200 mm,,,,,,,,,,,,,,,,,
2292,,,1,0,Plantae,,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria clavellosa,Lomentaria clavellosa,,1,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,,,1,0,Chromista,Ochrophyta,Fragilariales,Fragilariaceae,Tabularia,Tabularia fasciculata,Tabularia fasciculata,,1,photoautotroph,,,Algae,,benthos,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,,,2,0,Animalia,Mollusca,Galeommatida,Lasaeidae,Lepton,Lepton squamosum,Lepton squamosum,,2,suspension feeder (based on Lepton),,,,,benthos,,,,12,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2295,,,1,0,Chromista,Myzozoa,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax polygramma,Gonyaulax polygramma,,1,,,,Algae,,plankton > microplankton,mixoplankton > Constitutive Mixoplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,,,#N/A,#N/A,Animalia,Arthropoda,Diptera,,,,Diptera,双翅目,3,,,,,,benthos,not applicable,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,,,1,0,Plantae,,Gigartinales,Cystocloniaceae,Cystoclonium,Cystoclonium purpureum,Cystoclonium purpureum,,1,photoautotroph (based on Rhodophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,,,2,0,Animalia,Annelida,Sabellida,Sabellidae,Euchone,,Euchone,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,,,2,0,Animalia,Nematoda,Chromadorida,Selachinematidae,Richtersia,,Richtersia,线虫科,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,,,3,0,Animalia,Cnidaria,Leptothecata,Kirchenpaueriidae,Kirchenpaueria,Kirchenpaueria pinnata,Kirchenpaueria pinnata,水母,3,carnivore, suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,,,2,0,Animalia,Nematoda,Desmodorida,Desmodoridae,Spirinia,Spirinia parasitifera,Spirinia parasitifera,线虫科,2,,,,,,benthos > macrobenthos,benthos > meiobenthos,,,2500,100,,,,,,,,,,1930,45,1900,1806,60,36,1600,55,1570,3712,92,3450,2835,61,48,3420,2915,74,70
2302,,,#N/A,#N/A,Animalia,Ctenophora,,,,,Ctenophora,栉水母,4,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,,,1,0,Plantae,,Bryopsidales,Bryopsidaceae,Bryopsis,Bryopsis plumosa,Bryopsis plumosa,,1,photoautotroph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,,,#N/A,#N/A,Chromista,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,,Prymnesium,,1,photoautotroph (based on Haptophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,,,1,0,Plantae,,Ahnfeltiales,Ahnfeltiaceae,Ahnfeltia,Ahnfeltia plicata,Ahnfeltia plicata,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium ovatum,Protoperidinium ovatum,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,,,2,0,Animalia,Arthropoda,Amphipoda,Photidae,Gammaropsis,,Gammaropsis,,2,omnivore (based on Malacostraca),,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,,,#N/A,#N/A,Chromista,Myzozoa,Oxyrrhinales,Oxyrrhinaceae,Oxyrrhis,,Oxyrrhis,囊泡藻界,1,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,,,3,0,Animalia,Arthropoda,Decapoda,Processidae,Processa,Processa modica,Processa modica,十足目,3,carnivore (based on Decapoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,,,2,0,Chromista,Foraminifera,Rotaliida,Ammoniidae,Ammonia,Ammonia beccarii,Ammonia beccarii,,2,herbivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,,,#N/A,#N/A,Animalia,Mollusca,Pteropoda,,,,Pteropoda,翼足目,3,,,,,,plankton > zooplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,,,2,0,Animalia,Annelida,Phyllodocida,Aphroditidae,,,Aphroditidae,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,,,#N/A,#N/A,Animalia,Mollusca,Octopoda,Bathypolypodidae,Bathypolypus,Bathypolypus sponsalis,Bathypolypus sponsalis,章鱼,4,carnivore (based on Cephalopoda),,,,,benthos,,,,,,: endoparasitic<\/small>,: endoparasitic<\/small>,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,,,2,0,Animalia,Chordata,Phlebobranchia,Ascidiidae,Ascidia,,Ascidia,,2,suspension feeder (based on Urochordata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,,,1,0,Chromista,Ochrophyta,Desmarestiales,Desmarestiaceae,Desmarestia,Desmarestia ligulata,Desmarestia ligulata,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,,,1,0,Chromista,Myzozoa,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium aureolum,Gymnodinium aureolum,,1,,,,Algae,,plankton > microplankton,mixoplankton > Constitutive Mixoplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,,,3,0,Animalia,Mollusca,Neogastropoda,Muricidae,Ocenebra,Ocenebra erinaceus,Ocenebra erinaceus,新腹足目,3,carnivore (based on Muricidae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,,,#N/A,#N/A,Chromista,Ochrophyta,Naviculales,Plagiotropidaceae,Plagiolemma,Plagiolemma distortum,Plagiolemma distortum,,1,photoautotroph,,,Algae,,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,,,1,0,Plantae,,Gigartinales,Phyllophoraceae,Phyllophora,Phyllophora pseudocerano茂des,Phyllophora pseudocerano?des,,1,photoautotroph (based on Rhodophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2320,,,2,0,Animalia,Nematoda,Araeolaimida,Axonolaimidae,Odontophora,,Odontophora,线虫科,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2321,,,1,0,Chromista,Ochrophyta,Sphacelariales,Sphacelariaceae,Sphacelaria,Sphacelaria cirrosa,Sphacelaria cirrosa,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2322,,,3,0,Animalia,Chordata,Callionymiformes,Callionymidae,Synchiropus,Synchiropus phaeton,Synchiropus phaeton,一些虾虎鱼种类与掘穴的虾类共生,3,carnivore,,,Pisces,,,,,,18,12,": endoparasitic,",,,,,,,,,8,,,,,,,,,,,,,,,,,,
2323,,,2,0,Animalia,Mollusca,Lucinida,Lucinidae,Loripes,Loripes orbiculatus,Loripes orbiculatus,,2,chemosymbiotic (based on Lucinidae),,,,,benthos,,,,20,2.0 - 200 mm,": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",,,,,,,,,,,,,,,,,,,,,,,
